product_id,brand,name,Label,active_count_skin,skin,price,rank
741,KATE SOMERVILLE,Age Arrest Anti-Wrinkle Cream,Treatment,2,Combination,90,4.1
742,PETER THOMAS ROTH,Un-Wrinkle® Turbo Face Serum,Treatment,3,Combination,150,3.7
744,MURAD,Post-Acne Spot Lightening Gel,Treatment,2,Combination,65,3.7
746,CLINIQUE,Repairwear Laser Focus,Treatment,2,Combination,50,4.1
747,CLINIQUE,Acne Solutions Clear Skin System Starter Kit,Treatment,3,Combination,28,4.0
751,MURAD,Advanced Acne & Wrinkle Reducer,Treatment,4,Combination,52,4.0
752,PETER THOMAS ROTH,AHA/BHA Acne Clearing Gel,Treatment,2,Combination,54,0.0
754,MURAD,Acne Body Wash,Treatment,3,Combination,40,4.1
759,MURAD,Pure Skin® Clarifying Dietary Supplement,Treatment,1,Combination,50,4.1
762,PETER THOMAS ROTH,20% Glycolic Solutions Jumbo Peel Swab,Treatment,3,Combination,48,4.3
764,MURAD,Acne Clearing Solution,Treatment,2,Combination,42,3.9
767,KATE SOMERVILLE,EradiKate® Salicylic Acid Acne Treatment,Treatment,1,Combination,58,4.6
769,KATE SOMERVILLE,RetAsphere™ Micro Peel,Treatment,4,Combination,90,4.7
773,MURAD,Rapid Collagen Infusion,Treatment,2,Combination,84,4.2
786,KATE SOMERVILLE,DermalQuench Liquid Lift™ Advanced Wrinkle Treatment,Treatment,3,Combination,95,3.7
787,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,Treatment,2,Combination,98,4.1
791,MURAD,Advanced Active Radiance® Serum,Treatment,3,Combination,90,4.2
793,PETER THOMAS ROTH,Instant Firmx™,Treatment,2,Combination,48,3.7
801,MURAD,Complete Reform,Treatment,2,Combination,78,4.5
805,CLINIQUE,Acne Solutions All-Over Clearing Treatment Oil-Free,Treatment,2,Combination,24,4.0
807,MURAD,Intensive-C® Radiance Peel,Treatment,3,Combination,55,4.5
812,KATE SOMERVILLE,EradiKate™ Mask Foam-Activated Acne Treatment,Treatment,1,Combination,54,4.2
815,PETER THOMAS ROTH,FIRMx Growth Factor Extreme Neuropeptide Serum,Treatment,3,Combination,150,4.2
819,CLINIQUE,Sculptwear Lift and Contour Serum for Face and Neck,Treatment,2,Combination,56,3.8
830,SEPHORA COLLECTION,Face Mask Magic,Face Mask,3,Combination,25,5.0
834,FRESH,Rose Face Mask,Face Mask,2,Combination,62,4.2
836,FRESH,Black Tea Instant Perfecting Mask,Face Mask,2,Combination,92,4.3
839,ORIGINS,Mini Mask Musts,Face Mask,4,Combination,28,4.1
842,DR. JART+,Sheet Masks,Face Mask,1,Combination,7,4.2
844,ORIGINS,Drink Up™ Intensive Overnight Mask to Quench Skin's Thirst,Face Mask,2,Combination,28,4.6
847,BOSCIA,Luminizing Black Charcoal Mask,Face Mask,1,Combination,34,3.9
848,SEPHORA COLLECTION,Experiential Masks Set,Face Mask,1,Combination,18,5.0
855,FRESH,Lotus Youth Preserve Rescue Mask,Face Mask,3,Combination,62,4.5
856,FRESH,Black Tea Firming Overnight Mask Mini,Face Mask,2,Combination,35,4.0
857,ORIGINS,Original Skin™ Retexturizing Mask with Rose Clay,Face Mask,1,Combination,28,4.7
862,ORIGINS,Out of Trouble™ 10 Minute Mask to Rescue Problem Skin,Face Mask,1,Combination,28,4.4
866,SEPHORA COLLECTION,Hand Mask,Face Mask,1,Combination,5,4.1
867,FRESH,Vitamin C Glow Face Mask,Face Mask,1,Combination,62,3.9
869,SEPHORA COLLECTION,Hand Mask - Avocado,Face Mask,1,Combination,5,3.7
874,FRESH,Black Tea Instant Perfecting Mask Mini,Face Mask,2,Combination,35,4.7
878,DR. JART+,Water Replenishment Cotton Sheet Mask,Face Mask,1,Combination,7,4.6
881,DR. JART+,Dermask Water Jet Vital Hydra Solution™,Face Mask,2,Combination,6,4.6
887,SEPHORA COLLECTION,Clay Mask,Face Mask,1,Combination,8,4.3
889,SEPHORA COLLECTION,Face Mask - Green Tea - Mattifying,Face Mask,1,Combination,6,4.3
895,SEPHORA COLLECTION,Crazy for Clay!,Face Mask,1,Combination,18,4.0
898,DR. JART+,Shake & Shot™ Rubber Masks,Face Mask,2,Combination,12,4.1
899,SEPHORA COLLECTION,Face Mask - Rose - Moisturizing,Face Mask,1,Combination,6,4.5
901,SEPHORA COLLECTION,SUPERMASK - The Golden Mask,Face Mask,1,Combination,6,2.6
907,BOSCIA,Luminizing Pink Charcoal Mask,Face Mask,1,Combination,34,3.5
915,DR. JART+,Cicapair™ Tiger Grass Nightly Re.Pair Mask,Face Mask,1,Combination,48,4.3
917,SEPHORA COLLECTION,Face Mask - Pineapple - Pore Perfecting,Face Mask,1,Combination,6,4.7
919,SEPHORA COLLECTION,Face Mask - Coconut - Nourishing,Face Mask,1,Combination,6,3.5
921,BOSCIA,Charcoal Pore Pudding Intensive Wash-Off Treatment,Face Mask,1,Combination,38,4.4
922,FRESH,Peony Brightening Night Treatment Mask,Face Mask,2,Combination,82,4.0
928,DR. JART+,Water Fuse Hydro Sleep Mask,Face Mask,2,Combination,48,4.4
931,SEPHORA COLLECTION,Sleeping Mask - Rose,Face Mask,1,Combination,4,4.3
934,SEPHORA COLLECTION,SUPERMASK - The Silver Mask,Face Mask,1,Combination,6,4.8
935,SEPHORA COLLECTION,Sleeping Mask - Pearl,Face Mask,2,Combination,4,4.0
936,FRESH,Vitamin Nectar Vitamin C Brightening Powder,Face Mask,1,Combination,40,4.2
939,DR. JART+,Dermask Water Jet Soothing Hydra Solution™,Face Mask,1,Combination,6,4.1
942,DR. JART+,Ceramidin™ Facial Mask,Face Mask,2,Combination,6,4.6
944,BOSCIA,MATCHA Magic Super-Antioxidant Mask,Face Mask,1,Combination,38,4.5
950,DR. JART+,Dermask Micro Jet Clearing Solution™,Face Mask,4,Combination,9,4.4
951,ORIGINS,Plantscription™ Powerful Lifting Overnight Mask,Face Mask,1,Combination,63,4.5
959,ORIGINS,Dr. Andrew Weil For Origins™ Mega-Mushroom Relief & Resilience Soothing Face Mask,Face Mask,1,Combination,40,4.5
962,DR. JART+,Brightening Infusion Hydrogel Mask,Face Mask,2,Combination,7,3.8
964,ORIGINS,Dr. Andrew Weil For Origins™ Mega-Bright Dark Spot Correcting Night Mask,Face Mask,3,Combination,59,3.8
966,SEPHORA COLLECTION,Sleeping Mask - Coconut Water,Face Mask,2,Combination,4,5.0
967,SEPHORA COLLECTION,Face Mask - Algae,Face Mask,2,Combination,6,4.7
969,SEPHORA COLLECTION,Nose Strip,Face Mask,1,Combination,3,2.8
974,SEPHORA COLLECTION,Sleeping Mask - Aloe Vera,Face Mask,1,Combination,4,5.0
976,SEPHORA COLLECTION,Hydrating Lip Mask,Face Mask,1,Combination,3,3.0
979,DR. JART+,Shake & Shot™ Rubber Brightening Mask,Face Mask,2,Combination,12,4.3
987,SEPHORA COLLECTION,Lip Mask,Face Mask,1,Combination,3,3.2
992,SEPHORA COLLECTION,Gel Mask Hydrating & Quenching,Face Mask,1,Combination,20,4.8
1018,BOSCIA,Charcoal Pore-Minimizing Bio-Cellulose Mask,Face Mask,2,Combination,8,4.2
1025,DR. JART+,Dermask Micro Jet Brightening Solution™,Face Mask,3,Combination,9,4.0
1030,DR. JART+,Shake & Shot™ Rubber Firming Mask,Face Mask,2,Combination,12,3.8
1033,BOSCIA,Tsubaki Oil Deep Hydrating Bio-Cellulose Mask,Face Mask,2,Combination,8,4.1
1034,BOSCIA,Multi-Masking™ Medley,Face Mask,2,Combination,18,4.1
1037,ORIGINS,RitualiTea™ Matcha Madness™ Revitalizing Powder Face Mask with Matcha & Green Tea,Face Mask,3,Combination,36,3.8
1040,SEPHORA COLLECTION,After-Sun Mask - Watermelon,Face Mask,1,Combination,5,4.3
1044,BOSCIA,Sake Bright White Mask,Face Mask,2,Combination,38,3.4
1048,BOSCIA,Sake Brightening Bio-Cellulose Mask,Face Mask,3,Combination,8,4.3
1056,SEPHORA COLLECTION,Jelly Mask Moisturizing & Energizing,Face Mask,3,Combination,19,4.6
1057,ORIGINS,Dragon Fruit Brightening Superfruit Mask,Face Mask,1,Combination,27,3.8
1062,ORIGINS,GinZing™ Peel-Off Mask to Refine and Refresh,Face Mask,1,Combination,28,3.0
1067,ORIGINS,Flower Fusion™ Lavender Soothing Sheet Mask,Face Mask,1,Combination,7,4.3
1071,ORIGINS,Flower Fusion™ Rose Hydrating Sheet Mask,Face Mask,1,Combination,7,3.8
1074,ORIGINS,Flower Fusion™ Raspberry Refreshing Sheet Mask,Face Mask,1,Combination,7,4.6
1079,SEPHORA COLLECTION,SUPERMASK - The Primer Mask,Face Mask,1,Combination,6,4.2
1081,ORIGINS,Flower Fusion™ Violet Nourishing Sheet Mask,Face Mask,1,Combination,7,3.6
1089,ORIGINS,By All Greens™ Foaming Deep Cleansing Mask,Face Mask,2,Combination,30,3.9
1090,ORIGINS,Flower Fusion™ Orange Radiance-Boosting Sheet Mask,Face Mask,1,Combination,7,3.8
1102,ORIGINS,GinZing™ Refreshing Eye Cream to Brighten and Depuff,Eye cream,3,Combination,32,4.0
1110,DR. DENNIS GROSS SKINCARE,Ferulic + Retinol Triple Correction Eye Serum,Eye cream,4,Combination,69,3.8
1113,PETER THOMAS ROTH,Water Drench Hyaluronic Cloud Hydra-Gel Eye Patches,Eye cream,2,Combination,52,4.4
1127,FIRST AID BEAUTY,Eye Duty Triple Remedy A.M. Gel Cream,Eye cream,2,Combination,36,4.1
1132,PETER THOMAS ROTH,Cucumber De-Tox™ Hydra-Gel Eye Patches,Eye cream,3,Combination,48,4.1
1134,PETER THOMAS ROTH,Mega Rich Intensive Anti-Aging Cellular Eye Creme,Eye cream,6,Combination,65,4.2
1136,PETER THOMAS ROTH,Potent-C™ Power Eye Cream,Eye cream,1,Combination,65,4.4
1148,ORIGINS,Eye Doctor™ Moisture Care For Skin Around Eyes,Eye cream,3,Combination,41,4.1
1154,FIRST AID BEAUTY,"Eye Duty Triple Remedy: Brighten, Depuff and Smooth",Eye cream,2,Combination,36,4.0
1175,FIRST AID BEAUTY,5 in 1 Eye Cream,Eye cream,2,Combination,32,3.9
1183,ORIGINS,Plantscription™ Anti-Aging Power Eye Cream,Eye cream,1,Combination,49,3.8
1187,DR. DENNIS GROSS SKINCARE,Ferulic + Retinol Eye Cream,Eye cream,5,Combination,69,3.4
1188,FIRST AID BEAUTY,Eye Duty Triple Remedy Overnight Balm,Eye cream,3,Combination,38,3.7
1195,DR. DENNIS GROSS SKINCARE,Hyaluronic Marine Dew It Right Eye Gel,Eye cream,2,Combination,48,3.9
1202,PETER THOMAS ROTH,Instant FIRMx Eye™,Eye cream,2,Combination,38,3.6
1206,DR. DENNIS GROSS SKINCARE,C+ Collagen Brighten & Firm Eye Cream,Eye cream,4,Combination,65,3.5
1208,PETER THOMAS ROTH,Un-Wrinkle Eye,Eye cream,2,Combination,100,3.8
1211,PHILOSOPHY,Ultimate Miracle Worker Eye Cream,Eye cream,5,Combination,70,4.0
1220,PHILOSOPHY,Hope In A Tube Eye & Lip Cream,Eye cream,1,Combination,38,4.2
1224,PETER THOMAS ROTH,Power K Eye Rescue®,Eye cream,3,Combination,100,3.3
1232,FIRST AID BEAUTY,Detox Eye Roller,Eye cream,2,Combination,26,3.4
1235,ORIGINS,No Puffery™ Cooling Roll-On For Puffy Eyes,Eye cream,1,Combination,29,3.4
1237,PETER THOMAS ROTH,Retinol Fusion PM Eye Cream,Eye cream,5,Combination,55,3.7
1239,PHILOSOPHY,Ultimate Miracle Worker Fix Eye Power-Treatment,Eye cream,4,Combination,68,3.9
1243,PHILOSOPHY,Purity Made Simple Hydra-Bounce Eye Gel,Eye cream,3,Combination,24,3.3
1250,ORIGINS,A Perfect World™ SPF 20 Age-Defense Eye Cream with White Tea,Eye cream,3,Combination,41,4.0
1255,PHILOSOPHY,Renewed Hope In A Jar Eye,Eye cream,1,Combination,51,3.7
1259,FIRST AID BEAUTY,Hello FAB Kona Eye Stick,Eye cream,2,Combination,24,3.7
1261,PETER THOMAS ROTH,FIRMx™ 360 Eye Renewal,Eye cream,1,Combination,75,4.0
1267,ORIGINS,Dr. Weil For Origins™ Mega-Mushroom Skin Relief Eye Serum,Eye cream,2,Combination,50,4.0
1272,PHILOSOPHY,Time In A Bottle For Eyes 100% In-Control,Eye cream,4,Combination,65,3.9
1275,ORIGINS,Dr. Andrew Weil for Origins™ Mega-Bright Dark Circle Minimizer,Eye cream,2,Combination,46,3.2
1281,PHILOSOPHY,Take a Deep Breath Oxygenating Eye Gel Cream,Eye cream,3,Combination,42,4.1
1296,PHILOSOPHY,Uplifting Miracle Worker Eye Cream,Eye cream,1,Combination,69,3.1
1314,MURAD,City Skin Age Defense Broad Spectrum SPF 50 PA++++,Sun protect,2,Combination,65,4.7
1328,PETER THOMAS ROTH,Max Sheer All Day Moisture Defense Lotion SPF 30 Sunscreen Lotion,Sun protect,3,Combination,42,4.1
1329,PETER THOMAS ROTH,Max Mineral Naked Broad Spectrum SPF 45,Sun protect,2,Combination,38,4.6
1335,MURAD,Perfecting Day Cream Broad Spectrum SPF 30 PA+++,Sun protect,4,Combination,54,4.2
1348,CLINIQUE,Smart Broad Spectrum SPF 15 Custom-Repair Moisturizer for Dry Combination Skin,Sun protect,3,Combination,55,4.3
1356,CLINIQUE,Super City Block Oil-Free Daily Face Protector Broad Spectrum 40 SPF,Sun protect,1,Combination,26,4.2
1367,PETER THOMAS ROTH,Instant Mineral SPF 45,Sun protect,2,Combination,30,3.4
1370,CLINIQUE,Superdefense SPF 20 Age Defense Moisturizer Combination Oily to Oily,Sun protect,1,Combination,48,4.0
1375,CLINIQUE,Broad Spectrum SPF 50 Sunscreen Face Cream,Sun protect,1,Combination,26,4.2
1380,CLINIQUE,Smart Broad Spectrum SPF 15 Custom-Repair Moisturizer for Very Dry to Dry Skin,Sun protect,3,Combination,55,4.4
1389,MURAD,Balancing Moisturizer Broad Spectrum SPF 15 PA++,Sun protect,3,Combination,40,3.7
1391,MURAD,Resurgence® Age–Balancing Moisture Broad Spectrum SPF 30,Sun protect,1,Combination,72,4.3
1397,CLINIQUE,Repairwear Uplifting Firming Cream Broad Spectrum SPF 15,Sun protect,1,Combination,64,3.8
1400,MDSOLARSCIENCES,Mineral Crème Broad Spectrum SPF 50 UVA-UVB Sunscreen,Sun protect,1,Combination,30,4.3
1401,DR. DENNIS GROSS SKINCARE,Sheer Mineral Sun Spray SPF 50,Sun protect,1,Combination,42,4.1
1406,DR. DENNIS GROSS SKINCARE,Dark Spot Sun Defense Broad Spectrum SPF 50,Sun protect,4,Combination,42,3.8
1408,CLINIQUE,Repairwear Laser Focus Line Smoothing Cream Broad Spectrum SPF 15 for Very Dry to Dry Combination Skin,Sun protect,2,Combination,50,4.4
1415,DR. DENNIS GROSS SKINCARE,Instant Radiance Sun Defense Sunscreen Broad Spectrum SPF 40,Sun protect,4,Combination,42,3.9
1421,CLINIQUE,City Block Sheer Oil-Free Daily Face Protector SPF 25,Sun protect,2,Combination,26,4.1
1426,CLINIQUE,Smart Broad Spectrum SPF 15 Custom-Repair Moisturizer for Combination Oily Skin,Sun protect,3,Combination,55,4.3
1429,MDSOLARSCIENCES,Daily Anti-Aging Moisturizer SPF 30,Sun protect,5,Combination,75,4.1
1433,MDSOLARSCIENCES,Mineral Moisture Defense Body Broad Spectrum SPF 50 UVA-UVB Sunscreen,Sun protect,1,Combination,39,4.1
1440,CLINIQUE,Repairwear Laser Focus Line Smoothing Cream Broad Spectrum SPF 15 for Combination Oily to Oily Skin,Sun protect,2,Combination,50,3.7
1442,MDSOLARSCIENCES,MD Crème Mineral Beauty Balm Broad Spectrum SPF 50 UVA-UVB Sunscreen,Sun protect,2,Combination,39,4.2
1446,CLINIQUE,Oil-Free Face Cream Broad Spectrum SPF 30,Sun protect,1,Combination,26,3.3
1461,PETER THOMAS ROTH,Oily Problem Skin Instant Mineral Powder SPF 30,Sun protect,3,Combination,30,3.7
4,IT COSMETICS,Your Skin But Better™ CC+™ Cream with SPF 50+,Moisturizer,7,Dry,38,4.1
17,CLINIQUE,Moisture Surge 72-Hour Auto-Replenishing Hydrator,Moisturizer,5,Dry,39,4.4
